LocationName,Duration,DurationDays,Date,Mean,StdDev,Skew
Albany,1-Day,1.0,2000-01-10,4.923638803101599,0.20382533564914576,-0.1501297172710687
Albany,1-Day,1.0,2000-01-11,4.919681072129978,0.20393060704754332,-0.13738231446284396
Albany,1-Day,1.0,2000-01-12,4.9157199182681515,0.2040387387748204,-0.1246828883833552
Albany,1-Day,1.0,2000-01-13,4.911757538585265,0.2041582579089409,-0.11212564118007401
Albany,1-Day,1.0,2000-01-14,4.907796141026909,0.20431522591664236,-0.09998535681120291
Albany,1-Day,1.0,2000-01-15,4.903837935180016,0.20441293730466611,-0.08728154464493913
Albany,1-Day,1.0,2000-01-16,4.899885092400035,0.20445131781709858,-0.07497634007128219
Albany,1-Day,1.0,2000-01-17,4.8959393555508095,0.2044221707652639,-0.0724263587797861
Albany,1-Day,1.0,2000-01-18,4.892000322224842,0.2043341398057849,-0.07084830582276118
Albany,1-Day,1.0,2000-01-19,4.888059140571894,0.20421625006659805,-0.07007517556272935
Albany,1-Day,1.0,2000-01-20,4.88408189747183,0.20410201876356537,-0.07022253626900936
Albany,1-Day,1.0,2000-01-21,4.879848988171839,0.20401388685818472,-0.07162109903427548
Albany,1-Day,1.0,2000-01-22,4.875541899844068,0.2039599704930646,-0.07467074757672562
Albany,1-Day,1.0,2000-01-23,4.871162688338815,0.20393828772892472,-0.07960827857721546
Albany,1-Day,1.0,2000-01-24,4.866718301841258,0.20394277445309786,-0.0861646616039983
Albany,1-Day,1.0,2000-01-25,4.862221520409956,0.2039711163731039,-0.09355487193169028
Albany,1-Day,1.0,2000-01-26,4.857690303128883,0.2040298814247943,-0.10063640702840103
Albany,1-Day,1.0,2000-01-27,4.8531448392559335,0.20413427052070549,-0.10609060480225725
Albany,1-Day,1.0,2000-01-28,4.84860361749173,0.2043044889812746,-0.10880884903697675
Albany,1-Day,1.0,2000-01-29,4.844080607101715,0.20456410270143235,-0.10829367348195015
Albany,1-Day,1.0,2000-01-30,4.83958358300022,0.20494664787564704,-0.10488874654862834
Albany,1-Day,1.0,2000-01-31,4.835114775724932,0.20549167228979898,-0.09942604368470243
Albany,1-Day,1.0,2000-02-01,4.830671097223173,0.20620862900393033,-0.0926714667534918
Albany,1-Day,1.0,2000-02-02,4.826244387289792,0.20705133438977913,-0.08606719311574731
Albany,1-Day,1.0,2000-02-03,4.821822322907008,0.2079306957507315,-0.0799072784508655
Albany,1-Day,1.0,2000-02-04,4.817390891322958,0.20876292330346405,-0.07329512174527618
Albany,1-Day,1.0,2000-02-05,4.812935970645943,0.20950377394715683,-0.06579584938197698
Albany,1-Day,1.0,2000-02-06,4.808444225764771,0.21014605488065752,-0.060813970946672666
Albany,1-Day,1.0,2000-02-07,4.8039050498011875,0.21070083319464825,-0.0565997305569405
Albany,1-Day,1.0,2000-02-08,4.7993118547248015,0.21118158422476777,-0.053199126050307084
Albany,1-Day,1.0,2000-02-09,4.794663052798475,0.2116008169645635,-0.05073446391638487
Albany,1-Day,1.0,2000-02-10,4.7899622999063025,0.2119710273835727,-0.04937157046840133
Albany,1-Day,1.0,2000-02-11,4.785218186855463,0.21230017810891097,-0.049225408213132704
Albany,1-Day,1.0,2000-02-12,4.7804397653580075,0.21258645692258976,-0.05021442616184375
Albany,1-Day,1.0,2000-02-13,4.77563605525832,0.21281432459423144,-0.05208889910943651
Albany,1-Day,1.0,2000-02-14,4.770816607746822,0.2129587543315586,-0.05460230701423076
Albany,1-Day,1.0,2000-02-15,4.7659920897767885,0.2129884307900772,-0.05756072145569034
Albany,1-Day,1.0,2000-02-16,4.7611753829742645,0.21277079612583188,-0.05768228322560256
Albany,1-Day,1.0,2000-02-17,4.7563800539610614,0.21257552865917945,-0.06029908094092683
Albany,1-Day,1.0,2000-02-18,4.751615939874079,0.2122579354724997,-0.06267643961355807
Albany,1-Day,1.0,2000-02-19,4.74688910352447,0.21184984994172898,-0.06439774804451391
Albany,1-Day,1.0,2000-02-20,4.742203212070096,0.21139570777113686,-0.06531439854088195
Albany,1-Day,1.0,2000-02-21,4.737560707298666,0.21093763133637056,-0.06537885569002626
Albany,1-Day,1.0,2000-02-22,4.732962536658346,0.21050450369742787,-0.06458545873967057
Albany,1-Day,1.0,2000-02-23,4.7284094587311,0.21010307828095448,-0.06307575854901282
